postcode_agg,plaats,gemeentenaam,gemeentecode,wijknaam,buurtnaam,deelprogramma,subsidiejaar,techniek,subcategorie,aantal_adressen,totale_vermogen,aantal_m2,aantal_app
8011SG,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Zuid,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8011SG,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Zuid,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8011SH,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Zuid,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8011SX,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Noord,PARTICULIEREN,2022.0,Glasisolatie,Triple glas U <= 0,,,,
8011TD,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Zuid,ZAKELIJKE MARKT,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8011TK,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Noord,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,35.0,
8011TK,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Noord,PARTICULIEREN,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,100.0,
8011TK,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,45.0,
8011TS,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Noord,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8011TS,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Noord,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8011TS,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Noord,ZAKELIJKE MARKT,2024.0,Warmtepomp,Lucht-water < 1 kW,4.0,0.0,,4.0
8011VJ,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Binnenstad-Noord,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8011XB,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Noordereiland,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8011XB,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Noordereiland,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8011XT,ZWOLLE,Zwolle,193.0,Wijk 10 Binnenstad,Noordereiland,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8012AA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,ZAKELIJKE MARKT,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8012AA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,ZAKELIJKE MARKT,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8012AA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,ZAKELIJKE MARKT,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8012AB,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2024.0,Dakisolatie,Dakisolatie,2.0,,95.0,
8012AB,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8012AC,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,30.0,
8012AC,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,35.0,
8012AC,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,3.0,,170.0,
8012AC,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Bodemisolatie,1.0,,38.0,
8012AC,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,57.0,
8012AC,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8012AD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,60.0,
8012AD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8012AD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8012AD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,36.0,
8012AE,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,40.0,
8012AE,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8012AE,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,2.0,,108.0,
8012AE,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8012AE,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8012AG,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Dakisolatie,Dakisolatie,1.0,,186.0,
8012AG,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,170.0,
8012AG,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8012AG,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8012AJ,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8012AJ,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,80.0,
8012AK,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,66.0,
8012AK,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,55.0,
8012AK,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8012AK,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,66.0,
8012AK,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8012AL,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,63.0,
8012AL,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8012AM,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Vloerisolatie,Bodemisolatie,1.0,,35.0,
8012AM,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,61.0,
8012AM,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,20.0,
8012AM,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8012AN,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2024.0,Dakisolatie,Dakisolatie,1.0,,73.0,
8012AS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,55.0,
8012AS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,20.0,
8012AS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8012AS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,45.0,
8012AS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,39.0,
8012AS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2024.0,Dakisolatie,Dakisolatie,1.0,,47.0,
8012AS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8012AV,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2025.0,Dakisolatie,Dakisolatie,1.0,,32.0,
8012BA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,2.0,,57.0,
8012BA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8012BA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Glasisolatie,Triple glas U <= 0,,,,
8012BA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,3.0,,124.0,
8012BA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,24.0,
8012BA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8012BA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,39.0,
8012BA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8012BA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8012BB,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,60.0,
8012BB,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8012BB,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,49.0,
8012BB,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,44.0,
8012BB,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8012BC,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,40.0,
8012BD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Vloerisolatie,Bodemisolatie,1.0,,50.0,
8012BD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8012BJ,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8012BK,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,55.0,
8012BK,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,ZAKELIJKE MARKT,2024.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,14.0,168.0,,14.0
8012BN,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,45.0,
8012BN,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,30.0,
8012BN,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,50.0,
8012BN,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,62.0,
8012BN,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,41.0,
8012BN,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8012BN,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8012BN,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,78.0,
8012BN,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,33.0,
8012BP,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8012BP,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,36.0,
8012BS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,46.0,
8012BS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8012BS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Glasisolatie,Isolerende deur Ud <= 1,,,,
8012BT,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,72.0,
8012BT,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,35.0,
8012BV,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,36.0,
8012BV,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,35.0,
8012BV,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,40.0,
8012BV,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,40.0,
8012BV,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,33.0,
8012BV,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8012CA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,ZAKELIJKE MARKT,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8012CC,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8012CE,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,36.0,
8012CE,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8012CG,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,76.0,
8012CG,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,40.0,
8012CG,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8012CG,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8012CH,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,60.0,
8012CH,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Bodemisolatie,1.0,,40.0,
8012CP,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,29.0,
8012CP,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,50.0,
8012CR,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,32.0,
8012CR,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8012CR,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Dakisolatie,Dakisolatie,1.0,,45.0,
8012CS,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,37.0,
8012CT,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,35.0,
8012CT,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,35.0,
8012CT,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,47.0,
8012CT,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,40.0,
8012CT,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,42.0,
8012CT,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,29.0,
8012CT,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,30.0,
8012CV,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,35.0,
8012CV,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,33.0,
8012CW,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,26.0,
8012CW,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,2.0,,72.0,
8012CX,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,2.0,,84.0,
8012CX,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Dakisolatie,Dakisolatie,1.0,,31.0,
8012CX,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8012CX,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,28.0,
8012CX,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8012DA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8012DA,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,3.0,,104.0,
8012DB,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,34.0,
8012DB,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8012DB,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,85.0,
8012DC,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8012DC,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,55.0,
8012DD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,25.0,
8012DD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,27.0,
8012DD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,26.0,
8012DD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8012DD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,108.0,
8012DD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8012DD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8012DD,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Nieuw-Assendorp,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,42.0,
8012DE,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2021.0,Dakisolatie,Dakisolatie,1.0,,50.0,
8012DE,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8012DJ,ZWOLLE,Zwolle,193.0,Wijk 13 Assendorp,Oud-Assendorp,PARTICULIEREN,2022.0,Dakisolatie,Zolder- of vlieringvloer,1.0,,42.0,
