postcode_agg,plaats,gemeentenaam,gemeentecode,wijknaam,buurtnaam,deelprogramma,subsidiejaar,techniek,subcategorie,aantal_adressen,totale_vermogen,aantal_m2,aantal_app
8024CN,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,56.0,
8024CN,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8024CP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024CP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,62.0,
8024CP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024CP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024CP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8024CP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8024CR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,130.0,
8024CR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024CR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,Isolerende deur Ud <= 1,,,,
8024CR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8024CR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,117.0,
8024CR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,42.0,
8024CR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8024CT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8024CT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,25.0,
8024CT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,89.0,
8024CT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,79.0,
8024CT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024CT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,84.0,
8024CT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Vloerisolatie,Bodemisolatie,1.0,,51.0,
8024CT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,92.0,
8024CT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,59.0,
8024CV,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,29.0,
8024CV,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Vloerisolatie,Bodemisolatie,1.0,,68.0,
8024CV,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,3.0,,186.0,
8024CV,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024CV,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,25.0,
8024CV,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,35.0,
8024CV,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8024CV,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,52.0,
8024DB,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,74.0,
8024DG,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DJ,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DJ,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,79.0,
8024DJ,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8024DJ,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DJ,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,87.0,
8024DL,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,2.0,,97.0,
8024DM,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DM,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,Isolerende deur Ud <= 1,,,,
8024DM,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,Panelen in kozijn U <= 1,,,,
8024DN,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DN,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,58.0,
8024DN,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DN,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,107.0,
8024DN,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,58.0,
8024DN,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024DN,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,100.0,
8024DP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DP,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8024DR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,62.0,
8024DR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024DR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,90.0,
8024DR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Vloerisolatie,Bodemisolatie,1.0,,94.0,
8024DR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024DR,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8024DS,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DS,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,Triple glas U <= 0,,,,
8024DS,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,140.0,
8024DS,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,1.0,11.0,,1.0
8024DS,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DS,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8024DS,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,74.0,
8024DT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,47.0,
8024DT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8024DT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024DT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8024DT,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024DX,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,68.0,
8024DX,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,73.0,
8024DZ,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024DZ,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8024DZ,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8024EC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024ED,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Warmtepomp,Lucht-water >= 3,,,,
8024ED,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,57.0,
8024ED,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,130.0,
8024ED,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024ED,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8024ED,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Zonneboiler,> 5 m2 en <= 10 m2,1.0,,,1.0
8024ED,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8024ED,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024EG,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024EH,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024EH,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8024PB,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024PB,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8024PB,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,130.0,
8024PC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2021.0,Warmtepomp,Lucht-water >= 3,,,,
8024PC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,118.0,
8024PC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2022.0,Glasisolatie,Triple glas U <= 0,,,,
8024PC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,170.0,
8024PC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2022.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,1.0,15.0,,1.0
8024PC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024PC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,2.0,30.0,,2.0
8024PC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8024PC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8024PD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,109.0,
8024PD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,200.0,
8024PD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,170.0,
8024PD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024PD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8024PD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,110.0,
8024PD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8024PD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,34.0,
8024PD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8024PD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,1.0,12.0,,1.0
8024PE,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8024PH,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2021.0,Warmtepomp,Lucht-water >= 3,,,,
8024PK,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2021.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,1.0,16.0,,1.0
8024PK,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,198.0,
8024PK,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,26.0,
8024PK,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2023.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,1.0,15.0,,1.0
8024PN,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Veldhoek,PARTICULIEREN,2022.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,1.0,23.0,,1.0
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Dakisolatie,Dakisolatie,1.0,,25.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,60.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,2.0,,91.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,104.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,5.0,,270.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,2.0,,127.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,3.0,,265.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,6.0,,361.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Dakisolatie,Dakisolatie,1.0,,44.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,95.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,2.0,,118.0,
8024XA,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8024XB,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,64.0,
8024XC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8024XC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,90.0,
8024XC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,2.0,,123.0,
8024XC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,3.0,,118.0,
8024XC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024XC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,173.0,
8024XC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,65.0,
8024XC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024XC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,2.0,,149.0,
8024XC,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024XD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Vloerisolatie,Bodemisolatie,1.0,,24.0,
8024XD,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024XE,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024XE,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8024XE,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,39.0,
8024XE,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8024XG,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Dakisolatie,Zolder- of vlieringvloer,1.0,,36.0,
8024XG,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,18.0,
8024XG,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8024XG,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,70.0,
8024XG,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,55.0,
8024XG,ZWOLLE,Zwolle,193.0,Wijk 40 Berkum,Berkum,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,199.0,
