postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie,latitude,longitude
8033DS,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53802792222222,6.108510922222222
8033DS,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Warmtepomp,Lucht-water >= 3,52.53802792222222,6.108510922222222
8033DT,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53923305,6.106176692857143
8033DT,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Bodemisolatie,52.53923305,6.106176692857143
8033DT,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie,52.53923305,6.106176692857143
8033DT,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1,52.53923305,6.106176692857143
8033DT,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53923305,6.106176692857143
8033DT,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Glasisolatie,HR++ glas U <= 1,52.53923305,6.106176692857143
8033DT,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Warmtepomp,Lucht-water >= 3,52.53923305,6.106176692857143
8033DV,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Glasisolatie,HR++ glas U <= 1,52.53842939,6.1075238
8033DV,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Vloerisolatie,Vloerisolatie,52.53842939,6.1075238
8033DV,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,HR++ glas U <= 1,52.53842939,6.1075238
8033DV,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie,52.53842939,6.1075238
8033DV,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1,52.53842939,6.1075238
8033DV,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Bodemisolatie,52.53842939,6.1075238
8033DW,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,HR++ glas U <= 1,52.538050708,6.107186292
8033DW,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1,52.538050708,6.107186292
8033DW,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,Triple glas U <= 0,52.538050708,6.107186292
8033DW,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie,52.538050708,6.107186292
8033DW,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Vloerisolatie,Vloerisolatie,52.538050708,6.107186292
8033EC,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.537455025,6.1069443649999995
8033EC,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Vloerisolatie,Vloerisolatie,52.537455025,6.1069443649999995
8033ED,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Dakisolatie,Dakisolatie,52.53720183,6.107104675
8033ED,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie,52.53720183,6.107104675
8033EG,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53611576666667,6.106721476190476
8033EG,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1,52.53611576666667,6.106721476190476
8033EG,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,Isolerende deur Ud <= 1,52.53611576666667,6.106721476190476
8033EG,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie,52.53611576666667,6.106721476190476
8034PA,Wijk 32 Vechtlanden,Langenholte,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.549577955555556,6.108116188888888
8034PA,Wijk 32 Vechtlanden,Langenholte,2023.0,Vloerisolatie,Vloerisolatie,52.549577955555556,6.108116188888888
8034PA,Wijk 32 Vechtlanden,Langenholte,2024.0,Glasisolatie,HR++ glas U <= 1,52.549577955555556,6.108116188888888
8034PA,Wijk 32 Vechtlanden,Langenholte,2024.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.549577955555556,6.108116188888888
8034PB,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Lucht-water >= 3,52.5406158,6.113504557142858
8034PB,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Warmtepomp,Lucht-water >= 3,52.5406158,6.113504557142858
8034PC,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Dakisolatie,Dakisolatie,52.54268771818182,6.11230609090909
8034PC,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.54268771818182,6.11230609090909
8034PC,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Glasisolatie,HR++ glas U <= 1,52.54268771818182,6.11230609090909
8034PC,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.54268771818182,6.11230609090909
8034PC,Wijk 32 Vechtlanden,Langenholte,2021.0,Glasisolatie,HR++ glas U <= 1,52.54268771818182,6.11230609090909
8034PC,Wijk 32 Vechtlanden,Langenholte,2021.0,Vloerisolatie,Vloerisolatie,52.54268771818182,6.11230609090909
8034PD,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Glasisolatie,HR++ glas U <= 1,52.53704839411765,6.123164635294118
8034PD,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53704839411765,6.123164635294118
8034PD,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Warmtepomp,Lucht-water >= 3,52.53704839411765,6.123164635294118
8034PD,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Warmtepomp,Lucht-water >= 3,52.53704839411765,6.123164635294118
8034PD,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Dakisolatie,Dakisolatie,52.53704839411765,6.123164635294118
8034PD,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.53704839411765,6.123164635294118
8034PD,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Glasisolatie,HR++ glas U <= 1,52.53704839411765,6.123164635294118
8034PE,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.5379984,6.1240595777777775
8034PE,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Warmtepomp,Lucht-water >= 3,52.5379984,6.1240595777777775
8034PE,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Glasisolatie,HR++ glas U <= 1,52.5379984,6.1240595777777775
8034PE,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.5379984,6.1240595777777775
8034PE,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Zonneboiler,> 5 m2 en <= 10 m2 zonneboilercombi,52.5379984,6.1240595777777775
8034PE,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Warmtepomp,Lucht-water >= 3,52.5379984,6.1240595777777775
8034PG,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Glasisolatie,HR++ glas U <= 1,52.53862574,6.123088210000001
8034PG,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Glasisolatie,Isolerende deur Ud <= 1,52.53862574,6.123088210000001
8034PG,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Glasisolatie,HR++ glas U <= 1,52.53862574,6.123088210000001
8034PG,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Vloerisolatie,Vloerisolatie,52.53862574,6.123088210000001
8034PG,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.53862574,6.123088210000001
8034PH,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Glasisolatie,HR++ glas U <= 1,52.53897096923077,6.121996776923077
8034PH,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Vloerisolatie,Vloerisolatie,52.53897096923077,6.121996776923077
8034PH,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Warmtepomp,Lucht-water >= 3,52.53897096923077,6.121996776923077
8034PH,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Glasisolatie,HR++ glas U <= 1,52.53897096923077,6.121996776923077
8034PH,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.53897096923077,6.121996776923077
8034PJ,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Dakisolatie,Dakisolatie,52.53386741304348,6.126059008695652
8034PJ,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Glasisolatie,HR++ glas U <= 1,52.53386741304348,6.126059008695652
8034PJ,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Dakisolatie,Dakisolatie,52.53386741304348,6.126059008695652
8034PJ,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Glasisolatie,HR++ glas U <= 1,52.53386741304348,6.126059008695652
8034PP,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Lucht-water >= 3,52.53280003076923,6.1381242615384615
8034PR,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Dakisolatie,Dakisolatie,52.532782075,6.13542459375
8034PR,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.532782075,6.13542459375
8034PR,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Glasisolatie,HR++ glas U <= 1,52.532782075,6.13542459375
8034PR,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Warmtepomp,Lucht-water >= 3,52.532782075,6.13542459375
8034PS,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.534923536363635,6.132030754545455
8034PT,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Vloerisolatie,Vloerisolatie,52.53442394285714,6.125310228571428
8034PT,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Warmtepomp,Lucht-water >= 3,52.53442394285714,6.125310228571428
8034PT,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Glasisolatie,HR++ glas U <= 1,52.53442394285714,6.125310228571428
8034PT,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.53442394285714,6.125310228571428
8034PT,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Lucht-water >= 3,52.53442394285714,6.125310228571428
8034PT,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Dakisolatie,Dakisolatie,52.53442394285714,6.125310228571428
8034PT,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.53442394285714,6.125310228571428
8034PT,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Glasisolatie,Triple glas U <= 0,52.53442394285714,6.125310228571428
8034PT,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53442394285714,6.125310228571428
8034PT,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Warmtepomp,Lucht-water >= 3,52.53442394285714,6.125310228571428
8034PV,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Dakisolatie,Dakisolatie,52.53436125,6.1251809375
8034PV,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Glasisolatie,Triple glas U <= 0,52.53436125,6.1251809375
8034PV,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.53436125,6.1251809375
8034PV,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Dakisolatie,Dakisolatie,52.53436125,6.1251809375
8034PV,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Glasisolatie,HR++ glas U <= 1,52.53436125,6.1251809375
8034PV,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Vloerisolatie,Vloerisolatie,52.53436125,6.1251809375
8034PV,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Lucht-water >= 3,52.53436125,6.1251809375
8034PV,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Glasisolatie,HR++ glas U <= 1,52.53436125,6.1251809375
8034PV,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Vloerisolatie,Bodemisolatie,52.53436125,6.1251809375
8034PW,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53268703571429,6.119862485714286
8034PW,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Vloerisolatie,Vloerisolatie,52.53268703571429,6.119862485714286
8034PW,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Dakisolatie,Dakisolatie,52.53268703571429,6.119862485714286
8034PW,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.53268703571429,6.119862485714286
8034PW,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Glasisolatie,HR++ glas U <= 1,52.53268703571429,6.119862485714286
8034PW,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Glasisolatie,Triple glas U <= 0,52.53268703571429,6.119862485714286
8034PW,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53268703571429,6.119862485714286
8034PW,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Vloerisolatie,Vloerisolatie,52.53268703571429,6.119862485714286
8034PW,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Warmtepomp,Lucht-water < 1 kW,52.53268703571429,6.119862485714286
8034PW,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.53268703571429,6.119862485714286
8034PX,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Vloerisolatie,Vloerisolatie,52.531259971428575,6.1215502142857146
8034PX,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.531259971428575,6.1215502142857146
8034PX,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.531259971428575,6.1215502142857146
8034PX,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Dakisolatie,Dakisolatie,52.531259971428575,6.1215502142857146
8034PX,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.531259971428575,6.1215502142857146
8034PX,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Glasisolatie,HR++ glas U <= 1,52.531259971428575,6.1215502142857146
8034PX,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Vloerisolatie,Vloerisolatie,52.531259971428575,6.1215502142857146
8034PX,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Warmtepomp,Lucht-water >= 3,52.531259971428575,6.1215502142857146
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Dakisolatie,Dakisolatie,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Glasisolatie,HR++ glas U <= 1,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Vloerisolatie,Vloerisolatie,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Glasisolatie,HR++ glas U <= 1,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Vloerisolatie,Vloerisolatie,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Warmtepomp,Lucht-water >= 3,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Dakisolatie,Dakisolatie,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Glasisolatie,HR++ glas U <= 1,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Vloerisolatie,Vloerisolatie,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,52.53202778125,6.12068863125
8034PZ,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Lucht-water >= 3,52.53202778125,6.12068863125
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Glasisolatie,HR++ glas U <= 1,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Glasisolatie,HR++ glas U <= 1,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Vloerisolatie,Bodemisolatie,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Vloerisolatie,Vloerisolatie,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Dakisolatie,Dakisolatie,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Glasisolatie,HR++ glas U <= 1,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Vloerisolatie,Vloerisolatie,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Warmtepomp,Lucht-water >= 3,52.53537434,6.120175573333333
8034RA,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Warmtepomp,Lucht-water >= 3,52.53537434,6.120175573333333
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Vloerisolatie,Vloerisolatie,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2021.0,Warmtepomp,Lucht-water >= 3,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Glasisolatie,HR++ glas U <= 1,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Vloerisolatie,Bodemisolatie,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2022.0,Vloerisolatie,Vloerisolatie,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2023.0,Vloerisolatie,Vloerisolatie,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Glasisolatie,HR++ glas U <= 1,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Vloerisolatie,Vloerisolatie,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Warmtepomp,Lucht-water >= 3,52.53553233478261,6.1200735130434785
8034RB,Wijk 32 Vechtlanden,Brinkhoek,2024.0,Warmtepomp,Lucht-water >= 3,52.53553233478261,6.1200735130434785
8034RE,Wijk 32 Vechtlanden,Langenholte,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.546109333333334,6.1154701
8034RE,Wijk 32 Vechtlanden,Langenholte,2023.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,52.546109333333334,6.1154701
8034RE,Wijk 32 Vechtlanden,Langenholte,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.546109333333334,6.1154701
8034RE,Wijk 32 Vechtlanden,Langenholte,2024.0,Dakisolatie,Dakisolatie,52.546109333333334,6.1154701
8035PD,Wijk 32 Vechtlanden,Haerst,2023.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,52.54795323333333,6.130619844444444
8035PG,Wijk 32 Vechtlanden,Haerst,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.55316606,6.13097818
8035PG,Wijk 32 Vechtlanden,Haerst,2022.0,Zonneboiler,> 5 m2 en <= 10 m2,52.55316606,6.13097818
8035PK,Wijk 32 Vechtlanden,Haerst,2024.0,Warmtepomp,Lucht-water >= 3,52.54623946,6.1363332
8035PL,Wijk 32 Vechtlanden,Haerst,2021.0,Dakisolatie,Dakisolatie,52.56341447826087,6.178987956521739
8035PL,Wijk 32 Vechtlanden,Haerst,2021.0,Glasisolatie,Triple glas U <= 0,52.56341447826087,6.178987956521739
8035PL,Wijk 32 Vechtlanden,Haerst,2021.0,Zonneboiler,> 5 m2 en <= 10 m2,52.56341447826087,6.178987956521739
8035PL,Wijk 32 Vechtlanden,Haerst,2022.0,Dakisolatie,Dakisolatie,52.56341447826087,6.178987956521739
8035PL,Wijk 32 Vechtlanden,Haerst,2022.0,Glasisolatie,HR++ glas U <= 1,52.56341447826087,6.178987956521739
8035PL,Wijk 32 Vechtlanden,Haerst,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.56341447826087,6.178987956521739
8035PL,Wijk 32 Vechtlanden,Haerst,2022.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.56341447826087,6.178987956521739
8035PL,Wijk 32 Vechtlanden,Haerst,2023.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.56341447826087,6.178987956521739
8035PL,Wijk 32 Vechtlanden,Haerst,2023.0,Warmtepomp,Water-water > 70 kW en <= 400 kW,52.56341447826087,6.178987956521739
8035PL,Wijk 32 Vechtlanden,Haerst,2023.0,Zonneboiler,> 10 m2 en < 200 m2,52.56341447826087,6.178987956521739
8035PL,Wijk 32 Vechtlanden,Haerst,2024.0,Zonneboiler,> 5 m2 en <= 10 m2 zonneboilercombi,52.56341447826087,6.178987956521739
8035RA,Wijk 32 Vechtlanden,Haerst,2021.0,Glasisolatie,Isolerende deur Ud <= 1,52.572352280000004,6.16251404
8035RA,Wijk 32 Vechtlanden,Haerst,2021.0,Glasisolatie,Triple glas U <= 0,52.572352280000004,6.16251404
8035RA,Wijk 32 Vechtlanden,Haerst,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.572352280000004,6.16251404
8035RA,Wijk 32 Vechtlanden,Haerst,2021.0,Vloerisolatie,Vloerisolatie,52.572352280000004,6.16251404
8041AP,Wijk 20 Poort van Zwolle,Spoolde,2022.0,Glasisolatie,HR++ glas U <= 1,52.50219093333333,6.055596904761904
8041AP,Wijk 20 Poort van Zwolle,Spoolde,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50219093333333,6.055596904761904
8041AP,Wijk 20 Poort van Zwolle,Spoolde,2022.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.50219093333333,6.055596904761904
8041AP,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Glasisolatie,HR++ glas U <= 1,52.50219093333333,6.055596904761904
8041AP,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50219093333333,6.055596904761904
8041AP,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Warmtepomp,Lucht-water >= 3,52.50219093333333,6.055596904761904
8041AP,Wijk 20 Poort van Zwolle,Spoolde,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.50219093333333,6.055596904761904
8041AP,Wijk 20 Poort van Zwolle,Spoolde,2024.0,Glasisolatie,HR++ glas U <= 1,52.50219093333333,6.055596904761904
8041AP,Wijk 20 Poort van Zwolle,Spoolde,2024.0,Glasisolatie,Isolerende deur Ud <= 1,52.50219093333333,6.055596904761904
8041AP,Wijk 20 Poort van Zwolle,Spoolde,2024.0,Vloerisolatie,Bodemisolatie,52.50219093333333,6.055596904761904
8041AR,Wijk 20 Poort van Zwolle,Spoolde,2021.0,Warmtepomp,Lucht-water >= 3,52.50500385714286,6.053947823809524
8041AR,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50500385714286,6.053947823809524
8041AR,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Vloerisolatie,Vloerisolatie,52.50500385714286,6.053947823809524
8041AR,Wijk 20 Poort van Zwolle,Spoolde,2024.0,Dakisolatie,Dakisolatie,52.50500385714286,6.053947823809524
8041AR,Wijk 20 Poort van Zwolle,Spoolde,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.50500385714286,6.053947823809524
8041AR,Wijk 20 Poort van Zwolle,Spoolde,2024.0,Vloerisolatie,Vloerisolatie,52.50500385714286,6.053947823809524
8041AR,Wijk 20 Poort van Zwolle,Spoolde,2024.0,Warmtepomp,Lucht-water >= 3,52.50500385714286,6.053947823809524
8041AT,Wijk 20 Poort van Zwolle,Spoolde,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50753873888889,6.0564346
8041AT,Wijk 20 Poort van Zwolle,Spoolde,2022.0,Vloerisolatie,Vloerisolatie,52.50753873888889,6.0564346
8041AT,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Dakisolatie,Dakisolatie,52.50753873888889,6.0564346
8041AT,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Dakisolatie,Zolder- of vlieringvloer,52.50753873888889,6.0564346
8041AT,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Glasisolatie,Triple glas U <= 0,52.50753873888889,6.0564346
8041AT,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Vloerisolatie,Vloerisolatie,52.50753873888889,6.0564346
8041AT,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW,52.50753873888889,6.0564346
8041AT,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Warmtepomp,Lucht-water >= 3,52.50753873888889,6.0564346
8041AV,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Dakisolatie,Zolder- of vlieringvloer,52.507975838095234,6.055800828571428
8041AV,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Glasisolatie,HR++ glas U <= 1,52.507975838095234,6.055800828571428
8041AV,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.507975838095234,6.055800828571428
8041AV,Wijk 20 Poort van Zwolle,Spoolde,2023.0,Vloerisolatie,Vloerisolatie,52.507975838095234,6.055800828571428
8041AV,Wijk 20 Poort van Zwolle,Spoolde,2024.0,Warmtepomp,Lucht-water >= 3,52.507975838095234,6.055800828571428
