postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie
8024CH,Wijk 40 Berkum,Berkum,2024.0,Dakisolatie,Dakisolatie
8024CH,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024CJ,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CJ,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024CJ,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024CJ,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024CJ,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,Triple glas U <= 0
8024CK,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Dakisolatie
8024CK,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,Isolerende deur Ud <= 1
8024CK,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,Triple glas U <= 0
8024CK,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CK,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024CK,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024CK,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024CK,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024CK,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CK,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024CL,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024CL,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024CL,Wijk 40 Berkum,Berkum,2021.0,Zonneboiler,<= 5 m2
8024CL,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024CL,Wijk 40 Berkum,Berkum,2024.0,Dakisolatie,Dakisolatie
8024CL,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Bodemisolatie
8024CM,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024CM,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CM,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024CM,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CM,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024CM,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Triple glas U <= 0
8024CM,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024CM,Wijk 40 Berkum,Berkum,2024.0,Dakisolatie,Dakisolatie
8024CM,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CN,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie
8024CN,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024CN,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024CN,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024CN,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Triple glas U <= 0
8024CN,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CN,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024CN,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024CN,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024CP,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024CP,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024CP,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024CP,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024CP,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water < 1 kW
8024CP,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024CR,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CR,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024CR,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Isolerende deur Ud <= 1
8024CR,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Triple glas U <= 0
8024CR,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CR,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024CR,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024CT,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024CT,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024CT,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CT,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024CT,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024CT,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CT,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Bodemisolatie
8024CT,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CT,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024CV,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CV,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Bodemisolatie
8024CV,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CV,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024CV,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024CV,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024CV,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024CV,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024DB,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024DG,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024DJ,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024DJ,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024DJ,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024DJ,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024DJ,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024DL,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024DM,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024DM,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,Isolerende deur Ud <= 1
8024DM,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,Panelen in kozijn U <= 1
8024DN,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024DN,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024DN,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024DN,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024DN,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024DN,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024DN,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024DP,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie
8024DP,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024DP,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024DP,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024DP,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024DR,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024DR,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024DR,Wijk 40 Berkum,Berkum,2021.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024DR,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024DR,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024DR,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024DR,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Bodemisolatie
8024DR,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024DR,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024DS,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024DS,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,Triple glas U <= 0
8024DS,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024DS,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW
8024DS,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024DS,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024DS,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024DT,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024DT,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024DT,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water < 1 kW
8024DT,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024DT,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024DT,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024DX,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024DX,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024DZ,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024DZ,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024DZ,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024EC,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024ED,Wijk 40 Berkum,Berkum,2021.0,Warmtepomp,Lucht-water >= 3
8024ED,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024ED,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024ED,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024ED,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024ED,Wijk 40 Berkum,Berkum,2023.0,Zonneboiler,> 5 m2 en <= 10 m2
8024ED,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024ED,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024EG,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024EH,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024EH,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024PB,Wijk 40 Berkum,Veldhoek,2022.0,Glasisolatie,HR++ glas U <= 1
8024PB,Wijk 40 Berkum,Veldhoek,2022.0,Warmtepomp,Lucht-water >= 3
8024PB,Wijk 40 Berkum,Veldhoek,2023.0,Vloerisolatie,Vloerisolatie
8024PC,Wijk 40 Berkum,Veldhoek,2021.0,Warmtepomp,Lucht-water >= 3
8024PC,Wijk 40 Berkum,Veldhoek,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8024PC,Wijk 40 Berkum,Veldhoek,2022.0,Glasisolatie,Triple glas U <= 0
8024PC,Wijk 40 Berkum,Veldhoek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024PC,Wijk 40 Berkum,Veldhoek,2022.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW
8024PC,Wijk 40 Berkum,Veldhoek,2023.0,Glasisolatie,HR++ glas U <= 1
8024PC,Wijk 40 Berkum,Veldhoek,2023.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW
8024PC,Wijk 40 Berkum,Veldhoek,2023.0,Warmtepomp,Lucht-water >= 3
8024PC,Wijk 40 Berkum,Veldhoek,2024.0,Warmtepomp,Lucht-water >= 3
8024PD,Wijk 40 Berkum,Veldhoek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Dakisolatie,Dakisolatie
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Glasisolatie,HR++ glas U <= 1
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Glasisolatie,Triple glas U <= 0
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Vloerisolatie,Vloerisolatie
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Warmtepomp,Lucht-water >= 3
8024PD,Wijk 40 Berkum,Veldhoek,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8024PD,Wijk 40 Berkum,Veldhoek,2024.0,Warmtepomp,Lucht-water < 1 kW
8024PD,Wijk 40 Berkum,Veldhoek,2024.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW
8024PE,Wijk 40 Berkum,Veldhoek,2023.0,Warmtepomp,Lucht-water >= 3
8024PH,Wijk 40 Berkum,Veldhoek,2021.0,Warmtepomp,Lucht-water >= 3
8024PK,Wijk 40 Berkum,Veldhoek,2021.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW
8024PK,Wijk 40 Berkum,Veldhoek,2023.0,Dakisolatie,Dakisolatie
8024PK,Wijk 40 Berkum,Veldhoek,2023.0,Vloerisolatie,Vloerisolatie
8024PK,Wijk 40 Berkum,Veldhoek,2023.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW
8024PN,Wijk 40 Berkum,Veldhoek,2022.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW
8024XA,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Dakisolatie
8024XA,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024XA,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024XA,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie
8024XA,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024XA,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XA,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024XA,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water < 1 kW
8024XA,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water >= 3
8024XA,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024XA,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024XA,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Triple glas U <= 0
8024XA,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XA,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024XA,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024XA,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024XA,Wijk 40 Berkum,Berkum,2024.0,Dakisolatie,Dakisolatie
8024XA,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024XA,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XA,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024XA,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024XB,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024XC,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024XC,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XC,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024XC,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie
8024XC,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024XC,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024XC,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024XC,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024XC,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024XC,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024XD,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Bodemisolatie
8024XD,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024XE,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024XE,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024XE,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024XE,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024XG,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Zolder- of vlieringvloer
8024XG,Wijk 40 Berkum,Berkum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8024XG,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024XG,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XG,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024XG,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XG,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024XG,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024XG,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024XH,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Dakisolatie
8024XH,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024XH,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024XH,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024XH,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024XJ,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Zolder- of vlieringvloer
8024XJ,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XJ,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024XJ,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024XJ,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water >= 3
8024XJ,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024XJ,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024XJ,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024XJ,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024XJ,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024XJ,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024XK,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024XK,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024XK,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024XK,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024XL,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024XL,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024XL,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024XL,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XL,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024XM,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Dakisolatie
8024XM,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024XM,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,Triple glas U <= 0
8024XM,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024XM,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024XM,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024XM,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024XM,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water < 1 kW
8024XT,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie
8024XT,Wijk 40 Berkum,Berkum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8024XT,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,Triple glas U <= 0
8024XT,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024XT,Wijk 40 Berkum,Berkum,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie
8024XT,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024XT,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024XT,Wijk 40 Berkum,Berkum,2024.0,Dakisolatie,Dakisolatie
8024XT,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XT,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024XT,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024XV,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024XV,Wijk 40 Berkum,Berkum,2024.0,Dakisolatie,Zolder- of vlieringvloer
8024XV,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XV,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024XV,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8024XW,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024XW,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Isolerende deur Ud <= 1
8024XW,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XW,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Bodemisolatie
8024XW,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024XX,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024XX,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XX,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024XX,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024XX,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024XX,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024XX,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024XZ,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie
8024XZ,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024XZ,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024XZ,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Triple glas U <= 0
8024XZ,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024XZ,Wijk 40 Berkum,Berkum,2024.0,Dakisolatie,Dakisolatie
8024XZ,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024XZ,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie
8024ZA,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie
8024ZA,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024ZA,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Triple glas U <= 0
8024ZB,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Dakisolatie
8024ZB,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024ZB,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZB,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024ZB,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Isolerende deur Ud <= 1
8024ZB,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Bodemisolatie
8024ZB,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024ZC,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie
8024ZC,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZC,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Bodemisolatie
8024ZC,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024ZD,Wijk 40 Berkum,Berkum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
