postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie
8024ZD,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024ZD,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,Isolerende deur Ud <= 1
8024ZD,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZD,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024ZE,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Zolder- of vlieringvloer
8024ZE,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024ZE,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZE,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZE,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024ZE,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024ZE,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8024ZG,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Dakisolatie
8024ZG,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Zolder- of vlieringvloer
8024ZG,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024ZG,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZG,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024ZG,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie
8024ZG,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024ZG,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,Isolerende deur Ud <= 1
8024ZG,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZG,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie
8024ZG,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Bodemisolatie
8024ZG,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024ZJ,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZJ,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024ZJ,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZJ,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Bodemisolatie
8024ZK,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1
8024ZK,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie
8024ZK,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024ZK,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024ZK,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024ZL,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1
8024ZL,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024ZL,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZL,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024ZL,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8024ZT,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1
8024ZT,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024ZT,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1
8024ZT,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Bodemisolatie
8024ZZ,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie
8024ZZ,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3
8024ZZ,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3
8025AC,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Glasisolatie,HR++ glas U <= 1
8025AC,Wijk 12 Wipstrik,Wipstrik-Noord,2024.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW
8025AC,Wijk 12 Wipstrik,Wipstrik-Noord,2024.0,Warmtepomp,Lucht-water >= 3
8025AD,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Glasisolatie,HR++ glas U <= 1
8025AD,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8025AD,Wijk 12 Wipstrik,Wipstrik-Noord,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8025AE,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Dakisolatie,Dakisolatie
8025AE,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Glasisolatie,Triple glas U <= 0
8025AE,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Vloerisolatie,Vloerisolatie
8025AE,Wijk 12 Wipstrik,Wipstrik-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8025AE,Wijk 12 Wipstrik,Wipstrik-Noord,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8025AE,Wijk 12 Wipstrik,Wipstrik-Noord,2023.0,Warmtepomp,Lucht-water >= 3
8025AE,Wijk 12 Wipstrik,Wipstrik-Noord,2024.0,Glasisolatie,HR++ glas U <= 1
8025AG,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Vloerisolatie,Vloerisolatie
8025AG,Wijk 12 Wipstrik,Wipstrik-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8025AH,Wijk 12 Wipstrik,Wipstrik-Noord,2021.0,Warmtepomp,Lucht-water >= 3
8025AH,Wijk 12 Wipstrik,Wipstrik-Noord,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8025AH,Wijk 12 Wipstrik,Wipstrik-Noord,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8025AM,Wijk 12 Wipstrik,Wipstrik-Zuid,2023.0,Dakisolatie,Dakisolatie
8025AM,Wijk 12 Wipstrik,Wipstrik-Zuid,2023.0,Glasisolatie,Triple glas U <= 0
8025AM,Wijk 12 Wipstrik,Wipstrik-Zuid,2023.0,Warmtepomp,Lucht-water >= 3
8025AM,Wijk 12 Wipstrik,Wipstrik-Zuid,2024.0,Glasisolatie,HR++ glas U <= 1
8025AP,Wijk 12 Wipstrik,Wipstrik-Zuid,2021.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW
8025AP,Wijk 12 Wipstrik,Wipstrik-Zuid,2023.0,Glasisolatie,HR++ glas U <= 1
8025AP,Wijk 12 Wipstrik,Wipstrik-Zuid,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8025AP,Wijk 12 Wipstrik,Wipstrik-Zuid,2024.0,Warmtepomp,Lucht-water >= 3
8025AP,Wijk 12 Wipstrik,Wipstrik-Zuid,2024.0,Zonneboiler,<= 5 m2
8025AR,Wijk 12 Wipstrik,Wipstrik-Noord,2021.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW
8025AR,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Dakisolatie,Dakisolatie
8025AR,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8025AR,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Vloerisolatie,Vloerisolatie
8025AR,Wijk 12 Wipstrik,Wipstrik-Noord,2022.0,Warmtepomp,Lucht-water >= 3
8025AR,Wijk 12 Wipstrik,Wipstrik-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8025AR,Wijk 12 Wipstrik,Wipstrik-Noord,2023.0,Vloerisolatie,Vloerisolatie
8025AR,Wijk 12 Wipstrik,Wipstrik-Noord,2023.0,Warmtepomp,Lucht-water >= 3
8025AR,Wijk 12 Wipstrik,Wipstrik-Noord,2024.0,Glasisolatie,HR++ glas U <= 1
8025CA,Wijk 12 Wipstrik,Wipstrik-Zuid,2022.0,Zonneboiler,<= 5 m2
8025CA,Wijk 12 Wipstrik,Wipstrik-Zuid,2023.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW
8025CA,Wijk 12 Wipstrik,Wipstrik-Zuid,2023.0,Warmtepomp,Lucht-water >= 3
8025CA,Wijk 12 Wipstrik,Wipstrik-Zuid,2023.0,Zonneboiler,> 10 m2 en < 200 m2
8025CB,Wijk 12 Wipstrik,Wipstrik-Zuid,2022.0,Warmtepomp,Lucht-water >= 3
8025CB,Wijk 12 Wipstrik,Wipstrik-Zuid,2024.0,Warmtepomp,Lucht-water >= 3
8026PA,Wijk 41 Marsweteringlanden,Herfte,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8026PA,Wijk 41 Marsweteringlanden,Herfte,2023.0,Warmtepomp,Lucht-water >= 3
8026PA,Wijk 41 Marsweteringlanden,Herfte,2024.0,Dakisolatie,Dakisolatie
8026PA,Wijk 41 Marsweteringlanden,Herfte,2024.0,Warmtepomp,Lucht-water >= 3
8026PA,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie
8026PA,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Vloerisolatie,Vloerisolatie
8026PC,Wijk 41 Marsweteringlanden,Herfte,2021.0,Glasisolatie,Triple glas U <= 0
8026PC,Wijk 41 Marsweteringlanden,Herfte,2021.0,Vloerisolatie,Vloerisolatie
8026PC,Wijk 41 Marsweteringlanden,Herfte,2022.0,Zonneboiler,<= 5 m2
8026PC,Wijk 41 Marsweteringlanden,Herfte,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie
8026PC,Wijk 41 Marsweteringlanden,Herfte,2023.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW
8026PC,Wijk 41 Marsweteringlanden,Herfte,2023.0,Warmtepomp,Lucht-water >= 3
8026PC,Wijk 41 Marsweteringlanden,Herfte,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8026PC,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Glasisolatie,HR++ glas U <= 1
8026PC,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Dakisolatie,Dakisolatie
8026PG,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Dakisolatie,Dakisolatie
8026PG,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Glasisolatie,HR++ glas U <= 1
8026PG,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Warmtepomp,Lucht-water < 1 kW
8026PH,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Warmtepomp,Lucht-water >= 3
8026PH,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Dakisolatie,Dakisolatie
8026PH,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Glasisolatie,HR++ glas U <= 1
8026PH,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Glasisolatie,Isolerende deur Ud <= 1
8026PH,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Vloerisolatie,Vloerisolatie
8026PJ,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Dakisolatie,Dakisolatie
8026PJ,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Vloerisolatie,Vloerisolatie
8026PJ,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Warmtepomp,Lucht-water >= 3
8026PJ,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW
8026PK,Wijk 41 Marsweteringlanden,Wijthmen,2021.0,Dakisolatie,Dakisolatie
8026PK,Wijk 41 Marsweteringlanden,Wijthmen,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie
8026PK,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Glasisolatie,HR++ glas U <= 1
8026PK,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8026PK,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Vloerisolatie,Vloerisolatie
8026PK,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Warmtepomp,Lucht-water >= 3
8026PK,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8026PK,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Vloerisolatie,Vloerisolatie
8026PK,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8026PL,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8026PL,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Vloerisolatie,Vloerisolatie
8026PL,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Glasisolatie,HR++ glas U <= 1
8026PL,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8026PL,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Vloerisolatie,Vloerisolatie
8026PL,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Warmtepomp,Lucht-water >= 3
8026PM,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Warmtepomp,Lucht-water >= 3
8026PM,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Glasisolatie,HR++ glas U <= 1
8026PM,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Warmtepomp,Lucht-water >= 3
8026PN,Wijk 41 Marsweteringlanden,Wijthmen,2021.0,Dakisolatie,Dakisolatie
8026PN,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8026PN,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8026PN,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Warmtepomp,Lucht-water >= 3
8026PP,,,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8026PP,,,2024.0,Vloerisolatie,Vloerisolatie
8026PP,,,2024.0,Warmtepomp,Lucht-water >= 3
8026PP,Wijk 41 Marsweteringlanden,Herfte,2024.0,Dakisolatie,Dakisolatie
8026PP,Wijk 41 Marsweteringlanden,Herfte,2024.0,Glasisolatie,HR++ glas U <= 1
8026PP,Wijk 41 Marsweteringlanden,Herfte,2024.0,Dakisolatie,Dakisolatie
8026PP,Wijk 41 Marsweteringlanden,Herfte,2024.0,Glasisolatie,HR++ glas U <= 1
8026PS,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Dakisolatie,Dakisolatie
8026PS,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie
8026PS,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Glasisolatie,HR++ glas U <= 1
8026PS,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Vloerisolatie,Vloerisolatie
8026PS,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Warmtepomp,Lucht-water >= 3
8026PV,Wijk 41 Marsweteringlanden,Herfte,2023.0,Dakisolatie,Dakisolatie
8026PV,Wijk 41 Marsweteringlanden,Herfte,2024.0,Dakisolatie,Dakisolatie
8026PV,Wijk 41 Marsweteringlanden,Herfte,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8026PV,Wijk 41 Marsweteringlanden,Herfte,2024.0,Glasisolatie,HR++ glas U <= 1
8026PV,Wijk 41 Marsweteringlanden,Herfte,2024.0,Vloerisolatie,Vloerisolatie
8026PV,Wijk 41 Marsweteringlanden,Herfte,2024.0,Warmtepomp,Lucht-water >= 3
8026PW,Wijk 41 Marsweteringlanden,Herfte,2023.0,Dakisolatie,Dakisolatie
8026PW,Wijk 41 Marsweteringlanden,Herfte,2023.0,Warmtepomp,Lucht-water >= 3
8026PX,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Dakisolatie,Dakisolatie
8026PX,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Dakisolatie,Zolder- of vlieringvloer
8026PX,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8026PX,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Vloerisolatie,Bodemisolatie
8026PX,Wijk 41 Marsweteringlanden,Wijthmen,2022.0,Vloerisolatie,Vloerisolatie
8026PX,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8026PX,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Vloerisolatie,Vloerisolatie
8026RA,Wijk 41 Marsweteringlanden,Herfte,2024.0,Dakisolatie,Dakisolatie
8026RA,Wijk 41 Marsweteringlanden,Herfte,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8026RA,Wijk 41 Marsweteringlanden,Herfte,2024.0,Glasisolatie,HR++ glas U <= 1
8026RA,Wijk 41 Marsweteringlanden,Herfte,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8026RA,Wijk 41 Marsweteringlanden,Herfte,2024.0,Vloerisolatie,Vloerisolatie
8026RA,Wijk 41 Marsweteringlanden,Herfte,2024.0,Warmtepomp,Lucht-water >= 3
8026RB,Wijk 41 Marsweteringlanden,Herfte,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8026RB,Wijk 41 Marsweteringlanden,Herfte,2023.0,Zonneboiler,> 5 m2 en <= 10 m2
8026RB,Wijk 41 Marsweteringlanden,Herfte,2024.0,Warmtepomp,Lucht-water >= 3
8026RC,Wijk 41 Marsweteringlanden,Herfte,2021.0,Dakisolatie,Dakisolatie
8026RC,Wijk 41 Marsweteringlanden,Herfte,2021.0,Glasisolatie,HR++ glas U <= 1
8026RC,Wijk 41 Marsweteringlanden,Herfte,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8026RC,Wijk 41 Marsweteringlanden,Herfte,2021.0,Vloerisolatie,Vloerisolatie
8026RD,Wijk 41 Marsweteringlanden,Herfte,2023.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW
8026RD,Wijk 41 Marsweteringlanden,Herfte,2023.0,Warmtepomp,Lucht-water >= 3
8026RE,Wijk 41 Marsweteringlanden,Herfte,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8026RE,Wijk 41 Marsweteringlanden,Herfte,2022.0,Vloerisolatie,Bodemisolatie
8026RE,Wijk 41 Marsweteringlanden,Herfte,2022.0,Warmtepomp,Lucht-water < 1 kW
8026RG,Wijk 41 Marsweteringlanden,Herfte,2022.0,Zonneboiler,> 5 m2 en <= 10 m2
8026RM,Wijk 41 Marsweteringlanden,Wijthmen,2025.0,Warmtepomp,Lucht-water >= 3
8026RN,Wijk 41 Marsweteringlanden,Wijthmen,2023.0,Warmtepomp,Lucht-water >= 3
8026RN,Wijk 41 Marsweteringlanden,Wijthmen,2024.0,Warmtepomp,Lucht-water >= 3
8028PA,Wijk 40 Berkum,Bedrijventerrein Hessenpoort,2023.0,Dakisolatie,Dakisolatie
8028PA,Wijk 40 Berkum,Bedrijventerrein Hessenpoort,2023.0,Warmtepomp,Lucht-water >= 3
8028PB,Wijk 40 Berkum,Bedrijventerrein Hessenpoort,2022.0,Dakisolatie,Dakisolatie
8028PB,Wijk 40 Berkum,Bedrijventerrein Hessenpoort,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie
8028PB,Wijk 40 Berkum,Bedrijventerrein Hessenpoort,2023.0,Zonneboiler,> 5 m2 en <= 10 m2 zonneboilercombi
8028PB,Wijk 40 Berkum,Bedrijventerrein Hessenpoort,2024.0,Glasisolatie,HR++ glas U <= 1
8028PH,Wijk 40 Berkum,Tolhuislanden,2023.0,Warmtepomp,Lucht-water >= 3
8028PL,Wijk 40 Berkum,Tolhuislanden,2021.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8028PL,Wijk 40 Berkum,Tolhuislanden,2023.0,Zonneboiler,> 5 m2 en <= 10 m2
8028PL,Wijk 40 Berkum,Tolhuislanden,2024.0,Warmtepomp,Lucht-water >= 3
8028RB,Wijk 40 Berkum,Tolhuislanden,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8028RB,Wijk 40 Berkum,Tolhuislanden,2024.0,Glasisolatie,HR++ glas U <= 1
8028RR,Wijk 40 Berkum,Tolhuislanden,2021.0,Dakisolatie,Dakisolatie
8028RR,Wijk 40 Berkum,Tolhuislanden,2021.0,Glasisolatie,HR++ glas U <= 1
8028RR,Wijk 40 Berkum,Tolhuislanden,2021.0,Vloerisolatie,Vloerisolatie
8028RR,Wijk 40 Berkum,Tolhuislanden,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8028RR,Wijk 40 Berkum,Tolhuislanden,2022.0,Warmtepomp,Lucht-water >= 3
8028RR,Wijk 40 Berkum,Tolhuislanden,2023.0,Warmtepomp,Lucht-water >= 3
8031AB,Wijk 30 Holtenbroek,Holtenbroek I,2024.0,Warmtepomp,Lucht-water >= 3
8031BW,Wijk 30 Holtenbroek,Holtenbroek I,2022.0,Vloerisolatie,Vloerisolatie
8031CA,Wijk 30 Holtenbroek,Holtenbroek II,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8031CA,Wijk 30 Holtenbroek,Holtenbroek II,2021.0,Vloerisolatie,Vloerisolatie
8031CA,Wijk 30 Holtenbroek,Holtenbroek II,2022.0,Dakisolatie,Dakisolatie
8031CA,Wijk 30 Holtenbroek,Holtenbroek II,2022.0,Vloerisolatie,Bodemisolatie
8031CA,Wijk 30 Holtenbroek,Holtenbroek II,2023.0,Vloerisolatie,Vloerisolatie
8031CC,Wijk 30 Holtenbroek,Holtenbroek II,2021.0,Glasisolatie,HR++ glas U <= 1
8031CC,Wijk 30 Holtenbroek,Holtenbroek II,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8031CC,Wijk 30 Holtenbroek,Holtenbroek II,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8031CH,Wijk 30 Holtenbroek,Holtenbroek II,2024.0,Warmtepomp,Lucht-water >= 3
8031CM,Wijk 30 Holtenbroek,Holtenbroek II,2024.0,Warmtepomp,Lucht-water >= 3
8031DA,Wijk 30 Holtenbroek,Holtenbroek IV,2021.0,Vloerisolatie,Vloerisolatie
8031DA,Wijk 30 Holtenbroek,Holtenbroek IV,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8031DA,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Dakisolatie,Dakisolatie
8031DA,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Glasisolatie,HR++ glas U <= 1
8031DA,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8031DA,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Vloerisolatie,Vloerisolatie
8031DA,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Warmtepomp,Lucht-water >= 3
8031DA,Wijk 30 Holtenbroek,Holtenbroek IV,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8031DC,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8031DC,Wijk 30 Holtenbroek,Holtenbroek IV,2024.0,Glasisolatie,HR++ glas U <= 1
8031DC,Wijk 30 Holtenbroek,Holtenbroek IV,2024.0,Warmtepomp,Lucht-water < 1 kW
8031DC,Wijk 30 Holtenbroek,Holtenbroek IV,2024.0,Warmtepomp,Lucht-water >= 3
8031DC,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8031DD,Wijk 30 Holtenbroek,Holtenbroek IV,2022.0,Dakisolatie,Dakisolatie
8031DD,Wijk 30 Holtenbroek,Holtenbroek IV,2022.0,Glasisolatie,HR++ glas U <= 1
8031DD,Wijk 30 Holtenbroek,Holtenbroek IV,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8031DD,Wijk 30 Holtenbroek,Holtenbroek IV,2022.0,Vloerisolatie,Vloerisolatie
8031DD,Wijk 30 Holtenbroek,Holtenbroek IV,2022.0,Warmtepomp,Lucht-water < 1 kW
8031DD,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Glasisolatie,HR++ glas U <= 1
8031DD,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8031DD,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Vloerisolatie,Vloerisolatie
8031DD,Wijk 30 Holtenbroek,Holtenbroek IV,2024.0,Warmtepomp,Lucht-water >= 3
8031DE,Wijk 30 Holtenbroek,Holtenbroek IV,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8031DE,Wijk 30 Holtenbroek,Holtenbroek IV,2022.0,Dakisolatie,Dakisolatie
8031DE,Wijk 30 Holtenbroek,Holtenbroek IV,2022.0,Warmtepomp,Lucht-water < 1 kW
8031DE,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Glasisolatie,HR++ glas U <= 1
8031DE,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8031DE,Wijk 30 Holtenbroek,Holtenbroek IV,2024.0,Vloerisolatie,Bodemisolatie
8031DH,Wijk 30 Holtenbroek,Holtenbroek IV,2022.0,Glasisolatie,HR++ glas U <= 1
8031EJ,Wijk 30 Holtenbroek,Holtenbroek I,2023.0,Warmtepomp,Lucht-water < 1 kW
8031EV,Wijk 30 Holtenbroek,Holtenbroek IV,2022.0,Warmtepomp,Lucht-water >= 3
8031EW,Wijk 30 Holtenbroek,Holtenbroek IV,2023.0,Warmtepomp,Lucht-water >= 3
8031EX,Wijk 30 Holtenbroek,Holtenbroek I,2021.0,Warmtepomp,Lucht-water >= 3
8031EX,Wijk 30 Holtenbroek,Holtenbroek I,2024.0,Glasisolatie,HR++ glas U <= 1
8031EZ,Wijk 30 Holtenbroek,Holtenbroek I,2021.0,Warmtepomp,Lucht-water >= 3
8031EZ,Wijk 30 Holtenbroek,Holtenbroek I,2023.0,Warmtepomp,Lucht-water >= 3
8031EZ,Wijk 30 Holtenbroek,Holtenbroek I,2024.0,Warmtepomp,Lucht-water >= 3
8031GC,Wijk 30 Holtenbroek,Holtenbroek II,2023.0,Warmtepomp,Lucht-water >= 3
8031GM,Wijk 30 Holtenbroek,Holtenbroek II,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8031GM,Wijk 30 Holtenbroek,Holtenbroek II,2023.0,Vloerisolatie,Bodemisolatie
8031GM,Wijk 30 Holtenbroek,Holtenbroek II,2024.0,Warmtepomp,Lucht-water >= 3
8031GM,Wijk 30 Holtenbroek,Holtenbroek II,2024.0,Warmtepomp,Lucht-water >= 3
8031GP,Wijk 30 Holtenbroek,Holtenbroek II,2023.0,Glasisolatie,HR++ glas U <= 1
8031GP,Wijk 30 Holtenbroek,Holtenbroek II,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8031GP,Wijk 30 Holtenbroek,Holtenbroek II,2023.0,Vloerisolatie,Vloerisolatie
8031GR,Wijk 30 Holtenbroek,Holtenbroek I,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8031HA,Wijk 30 Holtenbroek,Holtenbroek II,2023.0,Zonneboiler,<= 5 m2
8031HN,Wijk 30 Holtenbroek,Holtenbroek II,2022.0,Glasisolatie,HR++ glas U <= 1
