postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie,latitude,longitude,index_right,OBJECTID,BRTNR,OMSCHR,OFFICIËLE,SHAPEAREA,SHAPELEN,buurt_naam
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Warmtepomp,Lucht-water >= 3,52.48603475714286,6.106154585714286,45,124,510,Oud Ittersum,Oud-Ittersum,352962.888170011,2585.98078242098,Oud-Ittersum
8014ZX,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,HR++ glas U <= 1,52.48463386,6.10911006,45,124,510,Oud Ittersum,Oud-Ittersum,352962.888170011,2585.98078242098,Oud-Ittersum
8014ZX,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Warmtepomp,Lucht-water >= 3,52.48463386,6.10911006,45,124,510,Oud Ittersum,Oud-Ittersum,352962.888170011,2585.98078242098,Oud-Ittersum
8015AA,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47329233,6.12216353,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Dakisolatie,Dakisolatie,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Panelen in kozijn U <= 1,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Triple glas U <= 0,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Glasisolatie,HR++ glas U <= 1,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Glasisolatie,Triple glas U <= 0,52.47295277241379,6.121605868965517,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2021.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW,52.472921156,6.125809488000001,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.472921156,6.125809488000001,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.472921156,6.125809488000001,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.472921156,6.125809488000001,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AH,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47356642,6.120185346666667,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AH,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47356642,6.120185346666667,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AJ,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47361425625,6.12079055,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AJ,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47361425625,6.12079055,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AJ,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3,52.47361425625,6.12079055,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47363187894737,6.12114327368421,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47363187894737,6.12114327368421,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47363187894737,6.12114327368421,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3,52.47363187894737,6.12114327368421,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AL,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47297808181818,6.118377190909091,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AL,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47297808181818,6.118377190909091,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,Triple glas U <= 0,52.4737952030303,6.123411612121212,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 3,52.4737952030303,6.123411612121212,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.4737952030303,6.123411612121212,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.4737952030303,6.123411612121212,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Dakisolatie,Dakisolatie,52.47273554615384,6.117944792307692,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.47273554615384,6.117944792307692,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47273554615384,6.117944792307692,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.47273554615384,6.117944792307692,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47273554615384,6.117944792307692,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AP,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.47386849473684,6.124165521052632,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AP,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47386849473684,6.124165521052632,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AP,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47386849473684,6.124165521052632,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AP,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Warmtepomp,Lucht-water >= 3,52.47386849473684,6.124165521052632,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AT,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.47404165454546,6.125306466666666,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AT,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47404165454546,6.125306466666666,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AZ,Wijk 51 Ittersum,Ittersumerbroek,2021.0,Zonneboiler,<= 5 m2,52.47357331875,6.1255308,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AZ,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47357331875,6.1255308,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AZ,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.47357331875,6.1255308,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015AZ,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 3,52.47357331875,6.1255308,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BA,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47711113333333,6.115424083333334,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BA,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47711113333333,6.115424083333334,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Dakisolatie,Dakisolatie,52.475078278571424,6.117252482142858,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.475078278571424,6.117252482142858,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Isolerende deur Ud <= 1,52.475078278571424,6.117252482142858,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Triple glas U <= 0,52.475078278571424,6.117252482142858,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BD,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Dakisolatie,Dakisolatie,52.47498282692308,6.116708284615385,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BD,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47498282692308,6.116708284615385,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BD,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47498282692308,6.116708284615385,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BD,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,Triple glas U <= 0,52.47498282692308,6.116708284615385,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BD,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47498282692308,6.116708284615385,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BE,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Dakisolatie,Dakisolatie,52.47581202272728,6.117205586363637,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BE,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47581202272728,6.117205586363637,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BE,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,Isolerende deur Ud <= 1,52.47581202272728,6.117205586363637,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BE,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47581202272728,6.117205586363637,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BE,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,Triple glas U <= 0,52.47581202272728,6.117205586363637,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BG,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.47465931333333,6.11823276,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BG,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47465931333333,6.11823276,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BH,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47585510526316,6.117574684210526,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BH,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Glasisolatie,Triple glas U <= 0,52.47585510526316,6.117574684210526,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BJ,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47474044,6.118592273333333,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BL,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47483314705882,6.1190883,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BL,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47483314705882,6.1190883,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BM,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47605315,6.11884632,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BR,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47513754285714,6.120244066666666,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BR,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.47513754285714,6.120244066666666,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.475805604,6.119685868,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,Isolerende deur Ud <= 1,52.475805604,6.119685868,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,Panelen in kozijn U <= 1,52.475805604,6.119685868,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Vloerisolatie,Vloerisolatie,52.475805604,6.119685868,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.475805604,6.119685868,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3,52.475805604,6.119685868,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BT,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water < 1 kW,52.475807965,6.12190959,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BT,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.475807965,6.12190959,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BT,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.475807965,6.12190959,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BT,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Isolerende deur Ud <= 1,52.475807965,6.12190959,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BT,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Triple glas U <= 0,52.475807965,6.12190959,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015BV,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Vloerisolatie,Vloerisolatie,52.4750747047619,6.1227198523809525,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.47649096666667,6.116799825,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47649096666667,6.116799825,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 3,52.47649096666667,6.116799825,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47649096666667,6.116799825,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.47649096666667,6.116799825,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47649096666667,6.116799825,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47649096666667,6.116799825,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
8015CB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47630796666667,6.1189324944444445,41,120,512,Ittersumerbroek,Ittersumerbroek,572907.543196894,3244.1241534414,Ittersumerbroek
